Seed  RobotPosition  N  ClosestSingleton  FarestSingleton  ClosestAllSingleton  FarestAllSingleton  Time
1464701030046	(3,2)	3	6	9	6	9	39
1464701030385	(3,2)	3	6	10	6	10	23
1464701030706	(1,3)	3	5	8	5	8	32
1464701031045	(3,3)	3	5	8	5	8	34
1464701031418	(3,3)	3	6	9	6	9	35
1464701031820	(3,1)	3	5	8	5	8	32
1464701032192	(1,3)	3	5	8	5	8	29
1464701032524	(1,1)	3	6	9	6	9	25
1464701032899	(2,2)	3	6	9	6	9	44
1464701033286	(2,2)	3	6	9	6	9	37
1464701033609	(1,2)	3	5	8	5	8	30
1464701033980	(2,1)	3	5	8	5	8	40
1464701034354	(3,1)	3	5	8	5	8	26
1464701034721	(1,3)	3	5	8	5	8	30
1464701035065	(1,2)	3	6	9	6	9	46
1464701035414	(2,2)	3	6	9	6	9	33
1464701035770	(3,1)	3	5	8	5	8	30
1464701036124	(1,2)	3	5	10	5	10	33
1464701036510	(2,1)	3	5	8	5	8	34
1464701036899	(3,1)	3	6	6	6	6	13
1464701037298	(3,2)	3	5	10	5	10	33
1464701037635	(2,3)	3	6	9	6	9	39
1464701038005	(2,1)	3	6	10	6	10	27
1464701038415	(3,2)	3	5	8	5	8	29
1464701038770	(1,2)	3	6	9	6	9	41
1464701039112	(2,2)	3	6	9	6	9	35
1464701039437	(1,2)	3	5	8	5	8	27
1464701039782	(3,1)	3	5	8	5	8	24
1464701040136	(1,1)	3	6	9	6	9	22
1464701040486	(3,3)	3	5	8	5	8	30
1464701040828	(2,3)	3	5	10	5	10	34
1464701041199	(2,3)	3	5	8	5	8	35
1464701041570	(3,1)	3	6	9	6	9	33
1464701041919	(3,2)	3	5	10	5	10	34
1464701042263	(3,1)	3	6	6	6	6	10
1464701042579	(3,2)	3	5	8	5	8	38
1464701043101	(2,2)	3	6	9	6	9	36
1464701043417	(1,2)	4	9	16	9	16	7951
1464701054718	(2,4)	4	10	14	10	14	3399
1464701062594	(3,3)	4	11	16	11	16	5166
1464701068940	(3,3)	4	11	16	11	16	1539
1464701073553	(2,1)	4	11	16	11	16	4900
1464701079702	(3,2)	4	11	18	11	18	9363
1464701094864	(3,1)	4	9	13	9	13	4362
1464701103623	(3,3)	4	11	15	11	15	1134
1464701105448	(4,1)	4	9	16	9	16	1988
1464701109183	(4,2)	4	11	15	11	15	387
1464701110942	(1,2)	4	10	15	10	15	3435
1464701117769	(1,3)	4	10	17	10	17	743
1464701123509	(3,3)	4	11	16	11	16	13108
1464701139052	(2,2)	4	11	15	11	15	8073
1464701152359	(2,2)	4	12	16	12	16	17126
1464701173562	(4,3)	4	10	15	10	15	4319
1464701179867	(1,1)	4	11	16	11	16	2800
1464701190084	(3,2)	4	10	18	10	18	2170
1464701194942	(3,2)	4	10	19	10	19	8295
1464701205719	(1,4)	4	9	16	9	16	1469
1464701210851	(1,1)	4	9	18	9	18	592
1464701214100	(2,4)	4	10	16	10	16	1546
1464701221769	(3,3)	4	11	18	11	18	1623
1464701224414	(1,4)	4	11	17	11	17	1327
1464701231283	(2,3)	4	9	14	9	14	9463
1464701243333	(4,2)	4	8	15	8	15	3461
1464701248996	(4,4)	4	10	15	10	15	2587
1464701253303	(1,4)	4	11	16	11	16	1804
1464701260864	(2,3)	4	10	15	10	15	4355
1464701267424	(3,3)	4	12	20	12	20	5050
1464701279573	(1,3)	4	11	15	11	15	549
1464701281233	(4,1)	4	9	15	9	15	2261
1464701287073	(3,4)	4	9	14	9	14	1271
1464701294351	(2,4)	4	10	15	10	15	5964
1464701305966	(2,1)	4	7	13	7	13	488
1464701307549	(3,4)	4	11	19	11	19	8294
1464701317072	(4,1)	4	12	14	12	14	600
1464701321269	(1,3)	4	11	13	11	13	2356
1464701324459	(1,3)	4	9	15	9	15	4398
1464701330587	(2,3)	4	10	15	10	15	8413
