Seed  RobotPosition  N  ClosestSingleton  FarestSingleton  ClosestAllSingleton  FarestAllSingleton  Time
1464701016293	(2,1)	2	2	2	2	2	4
1464701016638	(2,1)	2	2	2	2	2	3
1464701017502	(2,1)	2	2	2	2	2	3
1464701017757	(2,1)	2	2	2	2	2	4
1464701018049	(2,2)	2	2	2	2	2	3
1464701018348	(1,2)	2	2	2	2	2	3
1464701018624	(1,1)	2	2	2	2	2	3
1464701018949	(1,2)	2	2	2	2	2	4
1464701019226	(1,1)	2	2	2	2	2	4
1464701019526	(1,1)	2	2	2	2	2	6
1464701019811	(1,1)	2	2	2	2	2	5
1464701020112	(1,1)	2	2	2	2	2	3
1464701020366	(2,2)	2	2	2	2	2	3
1464701020638	(2,2)	2	2	2	2	2	3
1464701020932	(2,1)	2	2	2	2	2	3
1464701021236	(2,1)	2	2	2	2	2	4
1464701021572	(2,2)	2	2	2	2	2	3
1464701021875	(2,1)	2	2	2	2	2	3
1464701022195	(2,2)	2	2	2	2	2	4
1464701022502	(2,2)	2	2	2	2	2	5
1464701022884	(2,1)	2	2	2	2	2	5
1464701023239	(2,2)	2	2	2	2	2	3
1464701023500	(2,1)	2	2	2	2	2	3
1464701023764	(2,1)	2	2	2	2	2	5
1464701024024	(2,2)	2	2	2	2	2	3
1464701024270	(1,1)	2	2	2	2	2	3
1464701024524	(1,2)	2	2	2	2	2	3
1464701024868	(2,1)	2	2	2	2	2	4
1464701025129	(1,2)	2	2	2	2	2	3
1464701025483	(2,2)	2	2	2	2	2	4
1464701025826	(2,2)	2	2	2	2	2	3
1464701026148	(2,2)	2	2	2	2	2	3
1464701026455	(2,1)	2	2	2	2	2	4
1464701026737	(2,1)	2	2	2	2	2	3
1464701027009	(1,2)	2	2	2	2	2	4
1464701027330	(1,2)	2	2	2	2	2	3
1464701027585	(1,2)	2	2	2	2	2	3
1464701027931	(1,1)	2	2	2	2	2	4
1464701028199	(1,1)	2	2	2	2	2	4
1464701028509	(2,2)	2	2	2	2	2	3
1464701028844	(1,2)	3	5	10	5	10	33
1464701029184	(2,2)	3	6	9	6	9	35
1464701029596	(1,1)	3	5	8	5	8	27
